Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
BMY,Bristol-Myers Squibb Company,0.0%,25.0%,3.0%,"Mean-Variance Utility (λ=2.0, γ=0.5) [floor applied]",0.788,0.782,15.82%,15.49%
