Annualized Return,Annualized Volatility,Sharpe Ratio,Beta vs Benchmark,Alpha (annualized),"VaR (95%, period)","VaR (95%, annualized)",Maximum Drawdown,Correlation with Benchmark,Tracking Error,Information Ratio
16.466022532001844,15.819048953283044,0.7880386848044161,1.0341817838182337,5.283219258173089,-2.870236629625532,-20.697570681659595,-26.362204357899987,0.9867971763816064,2.6135018332110795,2.1123479822792315
