Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
UTHR,United Therapeutics Corporation,24.0%,9.7%,10.7%,"Mean-Variance Utility (λ=2.0, γ=0.5)",0.788,0.888,15.82%,15.46%
