Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
GILD,Gilead Sciences Inc.,25.0%,25.0%,25.0%,Sharpe Optimization,0.788,0.962,15.82%,14.60%
