Annualized Return,Annualized Volatility,Sharpe Ratio,Beta vs Benchmark,Alpha (annualized),"VaR (95%, period)","VaR (95%, annualized)",Maximum Drawdown,Correlation with Benchmark,Tracking Error,Information Ratio
16.466022565983394,15.819048040634144,0.7880387324169013,1.034182090746585,5.283219183014381,-2.8702390363775505,-20.697588036995214,-26.362204099940662,0.9867972046576419,2.6134998980441595,2.1123503076954337
