Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
GILD,Gilead Sciences Inc.,25.0%,25.0%,8.7%,"Mean-Variance Utility (λ=2.0, γ=0.5)",0.788,0.863,15.82%,15.13%
