Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
COR,Cencora Inc.,25.0%,25.0%,25.0%,Sharpe Optimization,0.788,1.142,15.82%,14.11%
