Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
VRTX,Vertex Pharmaceuticals Incorporated,23.5%,16.8%,23.5%,Sharpe Optimization,0.788,0.872,15.82%,15.29%
