Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
MRK,Merck & Co. Inc.,21.9%,25.0%,3.1%,"Mean-Variance Utility (λ=2.0, γ=0.5)",0.788,0.805,15.82%,15.48%
