Ticker,Name,Sharpe Optimal (%),Min Vol Optimal (%),Recommended (%),Method,Original Sharpe,New Sharpe,Original Vol (%),New Vol (%)
VRTX,Vertex Pharmaceuticals Incorporated,23.5%,16.8%,5.6%,"Mean-Variance Utility (λ=2.0, γ=0.5)",0.788,0.822,15.82%,15.46%
